"","id","nome","cpf","rua","terreno","casa","X","dms_x_M02","dms_x_M03","dms_x_M04","dms_x_M01","dms_y_M02","dms_y_M03","dms_y_M04","dms_y_M01","x_M02","x_M03","x_M04","x_M01","y_M02","y_M03","y_M04","y_M01"
"145",145,"Ze_e_Maria_145",92949544470,"rua Mura",13,13,145,"59°54′53,1″W","59°54′52,5″W","59°54′52,3″W","59°54′52,9″W","3°4′0,6″S","3°4′0,2″S","3°4′0,4″S","3°4′0,8″S",-59.9147391362419,-59.9145758627546,-59.9145401417857,-59.9147040536984,-3.06682213795942,-3.06672927462413,-3.06678850035462,-3.06687905422133
"146",146,"Ze_e_Maria_146",72424775311,"rua Mura",15,15,146,"59°54′53,2″W","59°54′52,6″W","59°54′52,5″W","59°54′53,1″W","3°4′0,3″S","3°4′0,0″S","3°4′0,2″S","3°4′0,6″S",-59.9147817295345,-59.9146161585616,-59.9145759285498,-59.9147391362419,-3.06674989912813,-3.06666277497368,-3.0667293120458,-3.06682213795942
"147",147,"Ze_e_Maria_147",32650533760,"rua Mura",17,NA,147,"59°54′53,3″W","59°54′52,7″W","59°54′52,6″W","59°54′53,2″W","3°4′0,1″S","3°3′59,8″S","3°4′0,0″S","3°4′0,3″S",-59.9148134465902,-59.9146457313056,-59.9146161585616,-59.9147817295345,-3.06668566808221,-3.06659927789878,-3.06666277497368,-3.06674989912813
"148",148,"Ze_e_Maria_148",79631717909,"rua Mura",19,19,148,"59°54′53,4″W","59°54′52,8″W","59°54′52,7″W","59°54′53,3″W","3°3′59,8″S","3°3′59,5″S","3°3′59,8″S","3°4′0,1″S",-59.9148446604866,-59.9146752747086,-59.9146458778609,-59.9148134465902,-3.06661976241001,-3.0665370188607,-3.06659935338945,-3.06668566808221
"149",149,"Ze_e_Maria_149",82727304639,"rua Mura",21,21,149,"59°54′53,5″W","59°54′52,9″W","59°54′52,8″W","59°54′53,4″W","3°3′59,6″S","3°3′59,3″S","3°3′59,5″S","3°3′59,8″S",-59.9148732306167,-59.9147056020312,-59.9146752747086,-59.9148446604866,-3.06655448242099,-3.0664720748333,-3.0665370188607,-3.06661976241001
"150",150,"Ze_e_Maria_150",46730334899,"rua Mura",23,23,150,"59°54′53,6″W","59°54′53,1″W","59°54′52,9″W","59°54′53,5″W","3°3′59,4″S","3°3′59,1″S","3°3′59,3″S","3°3′59,6″S",-59.9149018005049,-59.9147362378237,-59.9147056020312,-59.9148732306167,-3.06648838316952,-3.06640621866516,-3.0664720748333,-3.06655448242099
"151",151,"Ze_e_Maria_151",20299475207,"rua Iawarete",5,5,151,"59°54′54,0″W","59°54′53,4″W","59°54′53,3″W","59°54′53,9″W","3°4′1,7″S","3°4′1,5″S","3°4′1,7″S","3°4′2,0″S",-59.9149965607644,-59.9148342343117,-59.9148003989262,-59.9149671554899,-3.06714911222817,-3.06707961566345,-3.06715060805692,-3.06721532490995
"152",152,"Ze_e_Maria_152",62364978878,"av Ipixuna",6,6,152,"59°54′53,5″W","59°54′53,3″W","59°54′53,0″W","59°54′53,3″W","3°4′1,8″S","3°4′1,7″S","3°4′2,4″S","3°4′2,4″S",-59.9148497503514,-59.9148003989262,-59.9147314213327,-59.9148126744903,-3.06716976536033,-3.06715060805692,-3.06732446649127,-3.06734010393538
"153",153,"Ze_e_Maria_153",35306981979,"rua Iawarete",1,1,153,"59°54′53,9″W","59°54′53,5″W","59°54′53,3″W","59°54′53,6″W","3°4′2,0″S","3°4′1,8″S","3°4′2,4″S","3°4′2,5″S",-59.9149671554899,-59.9148497503514,-59.9148126744903,-59.9149027711995,-3.06721532490995,-3.06716976536033,-3.06734010393538,-3.06735750983549
"154",154,"Ze_e_Maria_154",16000095688,"av Palmeira do Miriti",1,1,154,"59°54′54,7″W","59°54′54,4″W","59°54′55,3″W","59°54′55,6″W","3°4′2,0″S","3°4′2,7″S","3°4′3,1″S","3°4′2,4″S",-59.9152000378035,-59.9151071031624,-59.9153585938019,-59.9154500527783,-3.06721818852787,-3.06741210901727,-3.06752486691861,-3.06733917310629
"155",155,"Ze_e_Maria_155",80674081180,"av Palmeira do Miriti",2,2,155,"59°54′54,8″W","59°54′54,7″W","59°54′55,6″W","59°54′55,8″W","3°4′1,7″S","3°4′2,0″S","3°4′2,4″S","3°4′2,1″S",-59.9152358336706,-59.9152000378035,-59.9154489119178,-59.9154881089652,-3.06714312166282,-3.06721818852787,-3.06733955284827,-3.06725839820105
"156",156,"Ze_e_Maria_156",64031961574,"av Palmeira do Miriti",4,4,156,"59°54′55,0″W","59°54′54,8″W","59°54′55,8″W","59°54′55,9″W","3°4′1,4″S","3°4′1,7″S","3°4′2,1″S","3°4′1,8″S",-59.9152760524295,-59.9152358336706,-59.9154878437795,-59.9155305658325,-3.0670547072936,-3.06714312166282,-3.06725933235191,-3.06716927387846
"157",157,"Ze_e_Maria_157",12323194019,"av Palmeira do Miriti",6,6,157,"59°54′55,1″W","59°54′55,0″W","59°54′55,9″W","59°54′56,0″W","3°4′1,1″S","3°4′1,4″S","3°4′1,8″S","3°4′1,5″S",-59.9153089378231,-59.9152760524295,-59.9155305658325,-59.9155658234716,-3.06698016603625,-3.0670547072936,-3.06716927387846,-3.06709239721524
"158",158,"Ze_e_Maria_158",28709272422,"av Palmeira do Miriti",8,8,158,"59°54′55,3″W","59°54′55,1″W","59°54′56,0″W","59°54′56,2″W","3°4′0,9″S","3°4′1,1″S","3°4′1,5″S","3°4′1,2″S",-59.9153487635169,-59.915314181682,-59.9155658234716,-59.9156006463526,-3.06690312052347,-3.06698245703422,-3.06709239721524,-3.06701297468751
"159",159,"Ze_e_Maria_159",12144029864,"av Palmeira do Miriti",10,10,159,"59°54′55,4″W","59°54′55,3″W","59°54′56,2″W","59°54′56,3″W","3°4′0,6″S","3°4′0,9″S","3°4′1,2″S","3°4′1,0″S",-59.9153840827396,-59.9153487635169,-59.9156025477866,-59.9156385002863,-3.06682225435884,-3.06690312052347,-3.0670137341449,-3.06693501200499
"160",160,"Ze_e_Maria_160",20945385365,"av Palmeira do Miriti",12,-9223372036854775808,160,"59°54′55,5″W","59°54′55,4″W","59°54′56,3″W","59°54′56,4″W","3°4′0,3″S","3°4′0,6″S","3°4′1,0″S","3°4′0,7″S",-59.915417374481,-59.9153840827396,-59.9156385002863,-59.9156709103922,-3.06674557513518,-3.06682225435884,-3.06693501200499,-3.06686446847464
"161",161,"Ze_e_Maria_161",89197034985,"av Palmeira do Miriti",14,14,161,"59°54′55,6″W","59°54′55,5″W","59°54′56,4″W","59°54′56,5″W","3°4′0,0″S","3°4′0,3″S","3°4′0,7″S","3°4′0,4″S",-59.9154510591505,-59.915417374481,-59.9156709103922,-59.915705805618,-3.06667011731952,-3.06674557513518,-3.06686446847464,-3.06678653195621
"162",162,"Ze_e_Maria_162",81989747616,"av Palmeira do Miriti",16,16,162,"59°54′55,8″W","59°54′55,6″W","59°54′56,5″W","59°54′56,7″W","3°3′59,7″S","3°4′0,0″S","3°4′0,4″S","3°4′0,2″S",-59.9154862082743,-59.9154510591505,-59.915705805618,-59.9157397171504,-3.06659574924781,-3.06667011731952,-3.06678653195621,-3.06671056000128
"163",163,"Ze_e_Maria_163",74540732950,"av Palmeira do Miriti",18,NA,163,"59°54′55,9″W","59°54′55,8″W","59°54′56,7″W","59°54′56,8″W","3°3′59,5″S","3°3′59,7″S","3°4′0,2″S","3°3′59,9″S",-59.9155206690443,-59.9154862082743,-59.9157397171504,-59.9157734879644,-3.0665205572412,-3.06659574924781,-3.06671056000128,-3.06663815439619
"164",164,"Ze_e_Maria_164",55969102098,"av Palmeira do Miriti",20,-9223372036854775808,164,"59°54′56,0″W","59°54′55,9″W","59°54′56,8″W","59°54′56,9″W","3°3′59,2″S","3°3′59,5″S","3°3′59,9″S","3°3′59,6″S",-59.9155569133702,-59.915520919451,-59.9157736270171,-59.9158103884673,-3.06644146268512,-3.06652068308365,-3.06663821928271,-3.06655540997427
"165",165,"Ze_e_Maria_165",96874158110,"av Palmeira do Miriti",22,NA,165,"59°54′56,1″W","59°54′56,0″W","59°54′56,9″W","59°54′57,1″W","3°3′58,9″S","3°3′59,2″S","3°3′59,6″S","3°3′59,3″S",-59.9155918997562,-59.9155569133702,-59.9158103884673,-59.9158493303746,-3.06636171685806,-3.06644146268512,-3.06655540997427,-3.06647380084296
"166",166,"Ze_e_Maria_166",51795252222,"av Palmeira do Miriti",24,24,166,"59°54′56,3″W","59°54′56,1″W","59°54′57,1″W","59°54′57,2″W","3°3′58,6″S","3°3′58,9″S","3°3′59,3″S","3°3′59,0″S",-59.9156267041721,-59.9155918997562,-59.9158493303746,-59.9158913382216,-3.06628382398451,-3.06636171685806,-3.06647380084296,-3.06638295247137
"167",167,"Ze_e_Maria_167",61062358854,"av Palmeira do Miriti",26,26,167,"59°54′56,4″W","59°54′56,3″W","59°54′57,2″W","59°54′57,4″W","3°3′58,3″S","3°3′58,6″S","3°3′59,0″S","3°3′58,6″S",-59.915665513564,-59.9156267041721,-59.9158913382216,-59.9159353492805,-3.06619739802351,-3.06628382398451,-3.06638295247137,-3.06628514062134
"168",168,"Ze_e_Maria_168",24659889504,"av Ipixuna",4,4,168,"59°54′54,4″W","59°54′54,5″W","59°54′53,9″W","59°54′53,8″W","3°4′2,7″S","3°4′2,4″S","3°4′2,2″S","3°4′2,5″S",-59.9151071031624,-59.9151415530395,-59.9149715422253,-59.9149362879481,-3.06741210901727,-3.06733994883861,-3.06728644514792,-3.0673658288023
"169",169,"Ze_e_Maria_169",39347664933,"rua Iawarete",4,4,169,"59°54′53,9″W","59°54′54,5″W","59°54′54,6″W","59°54′54,0″W","3°4′2,2″S","3°4′2,4″S","3°4′2,2″S","3°4′2,0″S",-59.9149715422253,-59.9151412849089,-59.9151725516628,-59.9150006122477,-3.06728644514792,-3.06733983893142,-3.06727519944537,-3.06722041132192
"170",170,"Ze_e_Maria_170",55472662793,"rua Iawarete",6,6,170,"59°54′54,0″W","59°54′54,6″W","59°54′54,7″W","59°54′54,1″W","3°4′2,0″S","3°4′2,2″S","3°4′2,0″S","3°4′1,7″S",-59.9150006086228,-59.9151725516628,-59.9152037327406,-59.915030646532,-3.06722041000655,-3.06727519944537,-3.06721005933391,-3.06715254949423
"171",171,"Ze_e_Maria_171",69721439670,"rua Iawarete",8,8,171,"59°54′54,1″W","59°54′54,7″W","59°54′54,9″W","59°54′54,2″W","3°4′1,7″S","3°4′2,0″S","3°4′1,7″S","3°4′1,5″S",-59.915030646532,-59.9152037327406,-59.9152387434635,-59.9150624719328,-3.06715254949423,-3.06721005933391,-3.06713617423831,-3.06707895702577
"172",172,"Ze_e_Maria_172",11730792963,"rua Iawarete",10,10,172,"59°54′54,2″W","59°54′54,9″W","59°54′55,0″W","59°54′54,3″W","3°4′1,5″S","3°4′1,7″S","3°4′1,4″S","3°4′1,2″S",-59.9150624719328,-59.9152387434635,-59.9152728567505,-59.9150934842686,-3.06707895702577,-3.06713617423831,-3.06706149071785,-3.06700764972241
"173",173,"Ze_e_Maria_173",54434310510,"rua Iawarete",12,12,173,"59°54′54,3″W","59°54′55,0″W","59°54′55,1″W","59°54′54,4″W","3°4′1,2″S","3°4′1,4″S","3°4′1,2″S","3°4′1,0″S",-59.9150934842686,-59.9152728567505,-59.9153010998561,-59.915121103871,-3.06700764972241,-3.06706149071785,-3.06699815370625,-3.06694118255257
"174",174,"Ze_e_Maria_174",30757999439,"rua Iawarete",14,14,174,"59°54′55,2″W","59°54′54,5″W","59°54′55,1″W","59°54′55,1″W","3°4′1,0″S","3°4′0,7″S","3°4′1,1″S","3°4′1,1″S",-59.9153352024525,-59.9151498885004,-59.9153089378231,-59.915314181682,-3.0669343739532,-3.06687421467856,-3.06698016603625,-3.06698245703422
"175",175,"Ze_e_Maria_175",77468009579,"rua Iawarete",20,20,175,"59°54′54,7″W","59°54′55,4″W","59°54′55,5″W","59°54′54,8″W","3°4′0,3″S","3°4′0,5″S","3°4′0,3″S","3°4′0,0″S",-59.9152073402958,-59.9153922620293,-59.915417374481,-59.9152327706707,-3.06673784292716,-3.06680341540542,-3.06674557513518,-3.06667928442164
"176",176,"Ze_e_Maria_176",62527889495,"rua Iawarete",18,18,176,"59°54′54,6″W","59°54′55,3″W","59°54′55,4″W","59°54′54,7″W","3°4′0,5″S","3°4′0,7″S","3°4′0,5″S","3°4′0,3″S",-59.9151769662892,-59.9153632884862,-59.9153923968268,-59.9152073402958,-3.06680970080795,-3.06686906110525,-3.06680346320405,-3.06673784292716
"177",177,"Ze_e_Maria_177",23443937676,"rua Iawarete",16,16,177,"59°54′54,5″W","59°54′55,2″W","59°54′55,3″W","59°54′54,6″W","3°4′0,7″S","3°4′1,0″S","3°4′0,7″S","3°4′0,5″S",-59.9151498885004,-59.9153351344856,-59.9153632884862,-59.9151769662892,-3.06687421467856,-3.0669343518888,-3.06686906110525,-3.06680970080795
"178",178,"Ze_e_Maria_178",16599806461,"rua Iawarete",22,22,178,"59°54′54,8″W","59°54′55,5″W","59°54′55,6″W","59°54′54,9″W","3°4′0,0″S","3°4′0,3″S","3°4′0,1″S","3°3′59,8″S",-59.9152327706707,-59.915417374481,-59.9154459630147,-59.9152605436477,-3.06667928442164,-3.06674557513518,-3.06668177818549,-3.06661453531033
"179",179,"Ze_e_Maria_179",51708866760,"rua Iawarete",24,24,179,"59°54′54,9″W","59°54′55,6″W","59°54′55,7″W","59°54′55,0″W","3°3′59,8″S","3°4′0,1″S","3°3′59,8″S","3°3′59,6″S",-59.9152600430776,-59.9154459630147,-59.9154773217254,-59.9152890670555,-3.06661435377711,-3.06668177818549,-3.06661547987982,-3.06654920625598
"180",180,"Ze_e_Maria_180",34582020144,"rua Iawarete",26,26,180,"59°54′55,0″W","59°54′55,7″W","59°54′55,8″W","59°54′55,1″W","3°3′59,6″S","3°3′59,8″S","3°3′59,6″S","3°3′59,4″S",-59.9152890670555,-59.9154773217254,-59.9155047400763,-59.9153151318076,-3.06654920625598,-3.06661547987982,-3.06655583035622,-3.06648931220286
"181",181,"Ze_e_Maria_181",57606401982,"rua Iawarete",28,28,181,"59°54′55,1″W","59°54′55,8″W","59°54′55,9″W","59°54′55,2″W","3°3′59,4″S","3°3′59,6″S","3°3′59,4″S","3°3′59,1″S",-59.9153151318076,-59.9155047400763,-59.9155334426664,-59.9153439611591,-3.06648931220286,-3.06655583035622,-3.06649296025997,-3.06642104744894
"182",182,"Ze_e_Maria_182",93043990659,"rua Iawarete",30,30,182,"59°54′55,2″W","59°54′55,9″W","59°54′56,0″W","59°54′55,3″W","3°3′59,1″S","3°3′59,4″S","3°3′59,1″S","3°3′58,9″S",-59.9153439611591,-59.9155334426664,-59.915564402262,-59.9153747151596,-3.06642104744894,-3.06649296025997,-3.06642475372528,-3.06634747653818
"183",183,"Ze_e_Maria_183",12250454713,"rua Iawarete",32,32,183,"59°54′55,3″W","59°54′56,0″W","59°54′56,2″W","59°54′55,5″W","3°3′58,9″S","3°3′59,1″S","3°3′58,9″S","3°3′58,6″S",-59.9153747151596,-59.915564402262,-59.9155972977282,-59.915404988792,-3.06634747653818,-3.06642475372528,-3.06634920975751,-3.06627817347851
"184",184,"Ze_e_Maria_184",88494016910,"rua Iawarete",34,34,184,"59°54′55,5″W","59°54′56,2″W","59°54′56,3″W","59°54′55,5″W","3°3′58,6″S","3°3′58,9″S","3°3′58,6″S","3°3′58,3″S",-59.915404988792,-59.9155972977282,-59.9156300762504,-59.9154264034545,-3.06627817347851,-3.06634920975751,-3.06627656842953,-3.06620666968764
"185",185,"Ze_e_Maria_185",98576869432,"av Palmeira do Miriti",28,NA,185,"59°54′56,5″W","59°54′56,4″W","59°54′57,4″W","59°54′57,5″W","3°3′58,0″S","3°3′58,3″S","3°3′58,6″S","3°3′58,2″S",-59.9157080675828,-59.915665513564,-59.9159353492805,-59.9159819864445,-3.066102969445,-3.06619739802351,-3.06628514062134,-3.06618051680433
"186",186,"Ze_e_Maria_186",18885421254,"rua Satere",5,5,186,"59°54′49,7″W","59°54′49,3″W","59°54′49,6″W","59°54′50,0″W","3°4′9,4″S","3°4′9,9″S","3°4′10,0″S","3°4′9,5″S",-59.913799016147,-59.9137045617148,-59.9137831406119,-59.9138776999626,-3.06927650236569,-3.06941585629889,-3.069433338015,-3.06931291417681
"187",187,"Ze_e_Maria_187",90287933868,"rua Satere",3,3,187,"59°54′50,0″W","59°54′49,6″W","59°54′49,9″W","59°54′50,2″W","3°4′9,5″S","3°4′10,0″S","3°4′10,0″S","3°4′9,6″S",-59.9138776999626,-59.9137831406119,-59.9138745870124,-59.9139456614242,-3.06931291417681,-3.069433338015,-3.06943421771032,-3.0693421822353
"188",188,"Ze_e_Maria_188",45747804532,"rua Satere",1,1,188,"59°54′50,2″W","59°54′49,9″W","59°54′50,5″W","59°54′50,6″W","3°4′9,6″S","3°4′10,0″S","3°4′10,0″S","3°4′9,8″S",-59.9139456614242,-59.9138745870124,-59.9140182957294,-59.9140519985793,-3.0693421822353,-3.06943421771032,-3.06943701478675,-3.0693838974437
"189",189,"Ze_e_Maria_189",90423888625,"rua Satere",4,4,189,"59°54′50,0″W","59°54′50,3″W","59°54′50,1″W","59°54′49,7″W","3°4′9,4″S","3°4′8,9″S","3°4′8,8″S","3°4′9,3″S",-59.9138827374743,-59.9139819124484,-59.9139037320568,-59.9138141803678,-3.06928197581507,-3.06913913659261,-3.06910676498018,-3.06925361911469
"190",190,"Ze_e_Maria_190",61956871899,"rua Satere",6,6,190,"59°54′49,7″W","59°54′50,1″W","59°54′49,7″W","59°54′49,5″W","3°4′9,3″S","3°4′8,8″S","3°4′8,7″S","3°4′9,2″S",-59.9138141803678,-59.9139037320568,-59.9138181600183,-59.9137402563106,-3.06925361911469,-3.06910676498018,-3.06907097806035,-3.06922315959162
"191",191,"Ze_e_Maria_191",78405233400,"rua Satere",7,7,191,"59°54′49,4″W","59°54′49,1″W","59°54′49,3″W","59°54′49,7″W","3°4′9,3″S","3°4′9,8″S","3°4′9,9″S","3°4′9,4″S",-59.9137278189288,-59.9136279229828,-59.9137045617148,-59.913799016147,-3.06924153880591,-3.06939784952564,-3.06941585629889,-3.06927650236569
"192",192,"Ze_e_Maria_192",93967504715,"rua Mura",4,4,192,"59°54′53,2″W","59°54′53,2″W","59°54′52,6″W","59°54′52,6″W","3°4′2,0″S","3°4′1,8″S","3°4′1,6″S","3°4′1,9″S",-59.914772436794,-59.9147904236215,-59.914617774549,-59.914598119126,-3.0672214955617,-3.0671713839687,-3.06711909329768,-3.06718091486489
"193",193,"Ze_e_Maria_193",84401958270,"rua Mura",25,NA,193,"59°54′53,7″W","59°54′53,2″W","59°54′53,1″W","59°54′53,6″W","3°3′59,1″S","3°3′58,8″S","3°3′59,1″S","3°3′59,4″S",-59.9149302673399,-59.9147672465889,-59.9147362378237,-59.9149018005049,-3.06642186048628,-3.06634006693163,-3.06640621866516,-3.06648838316952
"194",194,"Ze_e_Maria_194",39155701594,"rua Mura",27,27,194,"59°54′53,8″W","59°54′53,3″W","59°54′53,2″W","59°54′53,7″W","3°3′58,9″S","3°3′58,6″S","3°3′58,8″S","3°3′59,1″S",-59.9149553050431,-59.9147977674816,-59.9147672465889,-59.9149302673399,-3.06635430763399,-3.06627521781558,-3.06634006693163,-3.06642186048628
"195",195,"Ze_e_Maria_195",58738848510,"rua Mura",29,29,195,"59°54′53,9″W","59°54′53,4″W","59°54′53,3″W","59°54′53,8″W","3°3′58,6″S","3°3′58,4″S","3°3′58,6″S","3°3′58,9″S",-59.9149795369641,-59.914826319877,-59.9147977674816,-59.9149553050431,-3.06628566964641,-3.06620942645738,-3.06627521781558,-3.06635430763399
"196",196,"Ze_e_Maria_196",32650090495,"rua Mura",31,NA,196,"59°54′54,0″W","59°54′53,5″W","59°54′53,4″W","59°54′53,9″W","3°3′58,4″S","3°3′58,1″S","3°3′58,4″S","3°3′58,6″S",-59.9150041873359,-59.9148553173537,-59.914826319877,-59.9149795369641,-3.06621449601512,-3.06614260952388,-3.06620942645738,-3.06628566964641
"197",197,"Ze_e_Maria_197",31303739982,"av Palmeira do Miriti",34,34,197,"59°54′58,1″W","59°54′57,7″W","59°54′57,6″W","59°54′58,0″W","3°3′56,6″S","3°3′56,5″S","3°3′56,8″S","3°3′57,0″S",-59.9161495598616,-59.9160154646395,-59.9159871391113,-59.9161201267895,-3.06573331626768,-3.06568332442912,-3.06576545388827,-3.0658234994467
"198",198,"Ze_e_Maria_198",17701649175,"av Palmeira do Miriti",36,36,198,"59°54′58,3″W","59°54′57,4″W","59°54′57,3″W","59°54′58,1″W","3°3′56,3″S","3°3′56,1″S","3°3′56,3″S","3°3′56,6″S",-59.916182594467,-59.9159332335267,-59.9159092934712,-59.9161495598616,-3.06563239234799,-3.06557722231173,-3.06564636445312,-3.06573331626768
"199",199,"Ze_e_Maria_199",62170140815,"rua Kokama",40,NA,199,"59°54′51,1″W","59°54′51,0″W","59°54′51,5″W","59°54′51,6″W","3°4′6,9″S","3°4′7,1″S","3°4′7,4″S","3°4′7,2″S",-59.9141856488408,-59.9141555991702,-59.9143192614508,-59.9143468866433,-3.06858050687637,-3.06865261034446,-3.06871925277729,-3.06865351899717
"200",200,"Ze_e_Maria_200",28662643431,"av Palmeira do Miriti",32,NA,200,"59°54′58,0″W","59°54′57,6″W","59°54′57,4″W","59°54′57,9″W","3°3′57,0″S","3°3′56,8″S","3°3′57,1″S","3°3′57,3″S",-59.9161201267895,-59.9159871391113,-59.9159516158939,-59.9160843218214,-3.0658234994467,-3.06576545388827,-3.06586202316533,-3.06592621542389
"201",201,"Ze_e_Maria_201",34930050266,"av Palmeira do Miriti",30,NA,201,"59°54′57,9″W","59°54′57,4″W","59°54′57,3″W","59°54′57,8″W","3°3′57,3″S","3°3′57,1″S","3°3′57,5″S","3°3′57,7″S",-59.9160843218214,-59.9159516158939,-59.9159146916272,-59.9160486471209,-3.06592621542389,-3.06586202316533,-3.06595981021301,-3.06602855768449
"202",202,"Ze_e_Maria_202",74024865324,"rua Satere",8,8,202,"59°54′50,3″W","59°54′50,7″W","59°54′49,9″W","59°54′49,7″W","3°4′8,9″S","3°4′8,4″S","3°4′8,3″S","3°4′8,7″S",-59.9139816853116,-59.9140721802867,-59.9138709472974,-59.9138181600183,-3.06913915726289,-3.06901249766126,-3.06896951428305,-3.06907097806035
"203",203,"Ze_e_Maria_203",94124144576,"av Palmeira do Miriti",202,202,203,"59°54′55,3″W","59°54′54,8″W","59°54′54,7″W","59°54′55,2″W","3°4′1,9″S","3°4′1,7″S","3°4′2,0″S","3°4′2,2″S",-59.915365415889,-59.9152358336706,-59.9152000378035,-59.9153297922589,-3.06720243252163,-3.06714312166282,-3.06721818852787,-3.06728115831947
"204",204,"Ze_e_Maria_204",65595998417,"av Palmeira do Miriti",102,102,204,"59°54′55,8″W","59°54′55,3″W","59°54′55,2″W","59°54′55,6″W","3°4′2,1″S","3°4′1,9″S","3°4′2,2″S","3°4′2,4″S",-59.9154881089652,-59.915365415889,-59.9153297922589,-59.9154489119178,-3.06725839820105,-3.06720243252163,-3.06728115831947,-3.06733955284827
"205",205,"Ze_e_Maria_205",80043574754,"av Palmeira do Miriti",204,204,205,"59°54′55,5″W","59°54′55,0″W","59°54′54,8″W","59°54′55,3″W","3°4′1,6″S","3°4′1,4″S","3°4′1,7″S","3°4′1,9″S",-59.9154057939391,-59.9152760524295,-59.9152357399932,-59.9153652146313,-3.06711319977893,-3.0670547072936,-3.06714331528495,-3.0672028772873
"206",206,"Ze_e_Maria_206",78138404971,"av Palmeira do Miriti",104,104,206,"59°54′55,9″W","59°54′55,5″W","59°54′55,3″W","59°54′55,8″W","3°4′1,8″S","3°4′1,6″S","3°4′1,9″S","3°4′2,1″S",-59.9155305658325,-59.9154057939391,-59.9153652146313,-59.9154878437795,-3.06716927387846,-3.06711319977893,-3.0672028772873,-3.06725933235191
"207",207,"Ze_e_Maria_207",49393980563,"av Palmeira do Miriti",206,206,207,"59°54′55,6″W","59°54′55,1″W","59°54′55,0″W","59°54′55,5″W","3°4′1,3″S","3°4′1,1″S","3°4′1,4″S","3°4′1,6″S",-59.9154403493285,-59.9153143224591,-59.9152760524295,-59.9154057939391,-3.06703683472012,-3.06698251853856,-3.0670547072936,-3.06711319977893
"208",208,"Ze_e_Maria_208",69402882429,"av Palmeira do Miriti",106,106,208,"59°54′56,0″W","59°54′55,6″W","59°54′55,5″W","59°54′55,9″W","3°4′1,5″S","3°4′1,3″S","3°4′1,6″S","3°4′1,8″S",-59.9155658234716,-59.9154403493285,-59.9154057939391,-59.9155305658325,-3.06709239721524,-3.06703683472012,-3.06711319977893,-3.06716927387846
"209",209,"Ze_e_Maria_209",12828756764,"av Palmeira do Miriti",208,208,209,"59°54′55,7″W","59°54′55,3″W","59°54′55,1″W","59°54′55,6″W","3°4′1,0″S","3°4′0,9″S","3°4′1,1″S","3°4′1,3″S",-59.9154760502398,-59.9153487635169,-59.9153143224591,-59.9154403493285,-3.06695793813591,-3.06690312052347,-3.06698251853856,-3.06703683472012
"210",210,"Ze_e_Maria_210",77696271667,"av Palmeira do Miriti",108,108,210,"59°54′56,2″W","59°54′55,7″W","59°54′55,6″W","59°54′56,0″W","3°4′1,2″S","3°4′1,0″S","3°4′1,3″S","3°4′1,5″S",-59.9156022115461,-59.9154760502398,-59.9154403493285,-59.9155658234716,-3.0670135857276,-3.06695793813591,-3.06703683472012,-3.06709239721524
"211",211,"Ze_e_Maria_211",21121205721,"av Palmeira do Miriti",210,210,211,"59°54′55,8″W","59°54′55,4″W","59°54′55,3″W","59°54′55,7″W","3°4′0,8″S","3°4′0,6″S","3°4′0,9″S","3°4′1,0″S",-59.9155118282896,-59.9153840827396,-59.9153487635169,-59.9154760654321,-3.06687887108087,-3.06682225435884,-3.06690312052347,-3.06695790456206
"212",212,"Ze_e_Maria_212",56020494811,"av Palmeira do Miriti",110,110,212,"59°54′56,3″W","59°54′55,8″W","59°54′55,7″W","59°54′56,2″W","3°4′1,0″S","3°4′0,8″S","3°4′1,0″S","3°4′1,2″S",-59.9156385002863,-59.9155118282896,-59.9154760654321,-59.9156022115461,-3.06693501200499,-3.06687887108087,-3.06695790456206,-3.0670135857276
"213",213,"Ze_e_Maria_213",60667866888,"av Palmeira do Miriti",212,NA,213,"59°54′56,0″W","59°54′55,5″W","59°54′55,4″W","59°54′55,8″W","3°4′0,5″S","3°4′0,3″S","3°4′0,6″S","3°4′0,8″S",-59.9155450522261,-59.915417374481,-59.9153840827396,-59.9155118282896,-3.06680544844236,-3.06674557513518,-3.06682225435884,-3.06687887108087
"214",214,"Ze_e_Maria_214",17660382754,"av Palmeira do Miriti",112,-9223372036854775808,214,"59°54′56,4″W","59°54′56,0″W","59°54′55,8″W","59°54′56,3″W","3°4′0,7″S","3°4′0,5″S","3°4′0,8″S","3°4′1,0″S",-59.9156709103922,-59.9155450522261,-59.9155118282896,-59.9156385002863,-3.06686446847464,-3.06680544844236,-3.06687887108087,-3.06693501200499
"215",215,"Ze_e_Maria_215",69104753212,"av Palmeira do Miriti",214,NA,215,"59°54′56,1″W","59°54′55,6″W","59°54′55,5″W","59°54′56,0″W","3°4′0,2″S","3°4′0,0″S","3°4′0,3″S","3°4′0,5″S",-59.91557969074,-59.9154518934126,-59.915417374481,-59.9155450522261,-3.06672889968421,-3.06667049856256,-3.06674557513518,-3.06680544844236
"216",216,"Ze_e_Maria_216",20729092658,"av Palmeira do Miriti",114,114,216,"59°54′56,5″W","59°54′56,1″W","59°54′56,0″W","59°54′56,4″W","3°4′0,4″S","3°4′0,2″S","3°4′0,5″S","3°4′0,7″S",-59.915705805618,-59.91557969074,-59.9155450522261,-59.9156709103922,-3.06678653195621,-3.06672889968421,-3.06680544844236,-3.06686446847464
